UID          PID    PPID  C    SZ   RSS PSR STIME TTY          TIME CMD
root           1       0  3  6563 16740  10 09:49 ?        00:00:02 /usr/lib/systemd/systemd --switched-root --system --deserialize=53 splash
    440       2       0       0    1      84 S      2  0.0  0.0     0      0 jbd2/nvme0n1p2- [jbd2/nvme0n1p2-8]
    441       2       0       0    1      84 I<     8  0.0  0.0     0      0 kworker/R-ext4- [kworker/R-ext4-rsv-conversion]
    446       2       0       0    1      84 I      3  0.0  0.0     0      0 kworker/3:2     [kworker/3:2]
    453       2       0       0    1      84 I      7  0.0  0.0     0      0 kworker/7:2     [kworker/7:2]
    454       2       0       0    1      84 I      6  0.0  0.0     0      0 kworker/6:2-mm_ [kworker/6:2-mm_percpu_wq]
    491       2       0       0    1      83 S      8  0.0  0.0     0      0 psimon          [psimon]
    536       2       0       0    1      83 I<     3  0.0  0.0     0      0 kworker/3:1H-kb [kworker/3:1H-kblockd]
    542       2       0       0    1      83 I<     8  0.0  0.0     0      0 kworker/8:1H-kb [kworker/8:1H-kblockd]
    548       2       0       0    1      83 I      0  0.0  0.0     0      0 kworker/0:3-rcu [kworker/0:3-rcu_gp]
    550       2       0       0    1      83 I<     6  0.0  0.0     0      0 kworker/6:1H-kb [kworker/6:1H-kblockd]
    555       2       0       0    1      83 S      8  0.0  0.0     0      0 psimon          [psimon]
    573       2       0       0    1      82 I     10  0.0  0.0     0      0 kworker/10:2-me [kworker/10:2-memcg]
    601       2       0       0    1      82 I<     7  0.0  0.0     0      0 kworker/7:1H-kb [kworker/7:1H-kblockd]
    908       2       0       0    1      82 I<     9  0.0  0.0     0      0 kworker/u51:1-h [kworker/u51:1-hci0]
    910       2       0       0    1      82 I<    10  0.0  0.0     0      0 kworker/u51:2   [kworker/u51:2]
    912       2       0       0    1      82 I<     0  0.0  0.0     0      0 kworker/0:1H-kb [kworker/0:1H-kblockd]
    952       2       0       0    1      82 I<    11  0.0  0.0     0      0 kworker/11:1H-k [kworker/11:1H-kblockd]
    978       2       0       0    1      82 I     10  0.0  0.0     0      0 kworker/10:3-ev [kworker/10:3-events]
    979       2       0       0    1      82 I     10  0.0  0.0     0      0 kworker/10:4-ev [kworker/10:4-events]
   1001       2       0       0    1      82 I<     2  0.0  0.0     0      0 kworker/2:1H-kb [kworker/2:1H-kblockd]
   1010       2       0       0    1      82 I<     5  0.0  0.0     0      0 kworker/5:1H-kb [kworker/5:1H-kblockd]
   1024       2       0       0    1      82 I<     9  0.0  0.0     0      0 kworker/9:1H-kb [kworker/9:1H-kblockd]
   1025       2       0       0    1      82 S      0  0.0  0.0     0      0 jbd2/sdb1-8     [jbd2/sdb1-8]
   1026       2       0       0    1      82 I<     7  0.0  0.0     0      0 kworker/R-ext4- [kworker/R-ext4-rsv-conversion]
   1039       2       0       0    1      82 I<    10  0.0  0.0     0      0 kworker/10:1H-k [kworker/10:1H-kblockd]
   1044       2       0       0    1      82 I     11  0.0  0.0     0      0 kworker/u50:6-f [kworker/u50:6-flush-259:0]
   1045       2       0       0    1      82 I      9  0.0  0.0     0      0 kworker/u50:7-w [kworker/u50:7-writeback]
   1058       2       0       0    1      82 I     10  0.0  0.0     0      0 kworker/u50:8-l [kworker/u50:8-loop11]
   1350       2       0       0    1      80 I      1  0.0  0.0     0      0 kworker/1:2-mm_ [kworker/1:2-mm_percpu_wq]
   1352       2       0       0    1      78 I<     8  0.0  0.0     0      0 kworker/R-amdgp [kworker/R-amdgpu-reset-dev]
   1378       2       0       0    1      78 I<    11  0.0  0.0     0      0 kworker/R-ttm   [kworker/R-ttm]
   1455       2       0       0    1      78 I<     4  0.0  0.0     0      0 kworker/4:1H-kb [kworker/4:1H-kblockd]
   1613       2       0       0    1      77 I      4  0.0  0.0     0      0 kworker/4:2-cgr [kworker/4:2-cgroup_free]
   1721       2       0       0    1      77 S      5  0.0  0.0     0      0 jbd2/sda1-8     [jbd2/sda1-8]
   1722       2       0       0    1      77 I<     5  0.0  0.0     0      0 kworker/R-ext4- [kworker/R-ext4-rsv-conversion]
   1805       2       0       0    1      77 I      1  0.0  0.0     0      0 kworker/1:3     [kworker/1:3]
   2439       2       0       0    1      74 I<     9  0.0  0.0     0      0 kworker/R-amdgp [kworker/R-amdgpu_dm_hpd_rx_offload_wq]
   2440       2       0       0    1      74 I<    11  0.0  0.0     0      0 kworker/R-amdgp [kworker/R-amdgpu_dm_hpd_rx_offload_wq]
   2441       2       0       0    1      74 I<    11  0.0  0.0     0      0 kworker/R-amdgp [kworker/R-amdgpu_dm_hpd_rx_offload_wq]
   2442       2       0       0    1      74 I<    11  0.0  0.0     0      0 kworker/R-amdgp [kworker/R-amdgpu_dm_hpd_rx_offload_wq]
   2443       2       0       0    1      74 I<    11  0.0  0.0     0      0 kworker/R-amdgp [kworker/R-amdgpu_dm_hpd_rx_offload_wq]
   2444       2       0       0    1      74 I<    11  0.0  0.0     0      0 kworker/R-dm_vb [kworker/R-dm_vblank_control_workqueue]
   2445       2       0       0    1      74 S     10  0.0  0.0     0      0 card1-crtc0     [card1-crtc0]
   2446       2       0       0    1      74 S     10  0.0  0.0     0      0 card1-crtc1     [card1-crtc1]
   2447       2       0       0    1      74 S     10  0.0  0.0     0      0 card1-crtc2     [card1-crtc2]
   2448       2       0       0    1      74 S     10  0.0  0.0     0      0 card1-crtc3     [card1-crtc3]
   2449       2       0       0    1      74 S     10  0.0  0.0     0      0 card1-crtc4     [card1-crtc4]
   2451       2       0       0    1      74 I<     9  0.0  0.0     0      0 kworker/R-gfx_0 [kworker/R-gfx_0.0.0]
   2452       2       0       0    1      74 I<    10  0.0  0.0     0      0 kworker/R-gfx_0 [kworker/R-gfx_0.1.0]
   2453       2       0       0    1      74 I<     9  0.0  0.0     0      0 kworker/R-comp_ [kworker/R-comp_1.0.0]
   2454       2       0       0    1      74 I<    10  0.0  0.0     0      0 kworker/R-comp_ [kworker/R-comp_1.1.0]
   2455       2       0       0    1      74 I<     9  0.0  0.0     0      0 kworker/R-comp_ [kworker/R-comp_1.2.0]
   2456       2       0       0    1      74 I<    10  0.0  0.0     0      0 kworker/R-comp_ [kworker/R-comp_1.3.0]
   2457       2       0       0    1      74 I<    10  0.0  0.0     0      0 kworker/R-comp_ [kworker/R-comp_1.0.1]
   2458       2       0       0    1      74 I<    10  0.0  0.0     0      0 kworker/R-comp_ [kworker/R-comp_1.1.1]
   2459       2       0       0    1      74 I<     9  0.0  0.0     0      0 kworker/R-comp_ [kworker/R-comp_1.2.1]
   2460       2       0       0    1      74 I<    10  0.0  0.0     0      0 kworker/R-comp_ [kworker/R-comp_1.3.1]
   2461       2       0       0    1      74 I<     9  0.0  0.0     0      0 kworker/R-sdma0 [kworker/R-sdma0]
   2462       2       0       0    1      74 I<    10  0.0  0.0     0      0 kworker/R-sdma1 [kworker/R-sdma1]
   2463       2       0       0    1      74 I<    10  0.0  0.0     0      0 kworker/R-vcn_d [kworker/R-vcn_dec_0]
   2464       2       0       0    1      74 I<     9  0.0  0.0     0      0 kworker/R-vcn_e [kworker/R-vcn_enc_0.0]
   2465       2       0       0    1      74 I<    10  0.0  0.0     0      0 kworker/R-vcn_e [kworker/R-vcn_enc_0.1]
   2466       2       0       0    1      74 I<     9  0.0  0.0     0      0 kworker/R-jpeg_ [kworker/R-jpeg_dec]
   2474       2       0       0    1      74 I      2  0.0  0.0     0      0 kworker/u48:2-e [kworker/u48:2-efi_rts_wq]
   3086       2       0       0    1      73 S<     5  0.0  0.0     0      0 krfcommd        [krfcommd]
   3138       2       0       0    1      72 I<     3  0.0  0.0     0      0 kworker/u53:1-t [kworker/u53:1-ttm]
   3162       2       0       0    1      72 I<     4  0.0  0.0     0      0 kworker/u52:1   [kworker/u52:1]
   3163       2       0       0    1      72 I      1  0.0  0.0     0      0 kworker/u48:3-c [kworker/u48:3-comp_1.1.0]
   4493       2       0       0    1      67 I      7  0.0  0.0     0      0 kworker/u48:4   [kworker/u48:4]
   5951       2       0       0    1      62 I      4  0.0  0.0     0      0 kworker/4:3-cgr [kworker/4:3-cgroup_free]
   5952       2       0       0    1      62 I      4  0.0  0.0     0      0 kworker/4:4-eve [kworker/4:4-events]
   5982       2       0       0    1      62 I<    11  0.0  0.0     0      0 kworker/u53:2-t [kworker/u53:2-ttm]
   5984       2       0       0    1      62 I<    11  0.0  0.0     0      0 kworker/u53:3-t [kworker/u53:3-ttm]
   5985       2       0       0    1      62 I<     2  0.0  0.0     0      0 kworker/u53:4-t [kworker/u53:4-ttm]
   5986       2       0       0    1      62 I<     3  0.0  0.0     0      0 kworker/u53:5-t [kworker/u53:5-ttm]
   5987       2       0       0    1      62 I<     9  0.0  0.0     0      0 kworker/u53:6-t [kworker/u53:6-ttm]
   5988       2       0       0    1      62 I<     9  0.0  0.0     0      0 kworker/u53:7-t [kworker/u53:7-ttm]
   5989       2       0       0    1      62 I<     7  0.0  0.0     0      0 kworker/u53:8-t [kworker/u53:8-ttm]
   5990       2       0       0    1      62 I<     1  0.0  0.0     0      0 kworker/u53:9-t [kworker/u53:9-ttm]
   5991       2       0       0    1      62 I<    10  0.0  0.0     0      0 kworker/u53:10- [kworker/u53:10-ttm]
   5992       2       0       0    1      62 I<    11  0.0  0.0     0      0 kworker/u53:11- [kworker/u53:11-ttm]
   5993       2       0       0    1      62 I<     9  0.0  0.0     0      0 kworker/u53:12- [kworker/u53:12-ttm]
   5994       2       0       0    1      62 I<     9  0.0  0.0     0      0 kworker/u53:13- [kworker/u53:13-ttm]
   5995       2       0       0    1      62 I<     9  0.0  0.0     0      0 kworker/u53:14- [kworker/u53:14-ttm]
   5996       2       0       0    1      62 I<    10  0.0  0.0     0      0 kworker/u53:15- [kworker/u53:15-ttm]
   5997       2       0       0    1      62 I<     9  0.0  0.0     0      0 kworker/u53:16  [kworker/u53:16]
error connecting to /tmp/tmux-1000/default (No such file or directory)
error connecting to /tmp/tmux-1000/default (No such file or directory)
44 [kworker/4:0-inode_switch_wbs]
1764 sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups
1881 node /home/sanjevi/.local/bin/portless proxy start --foreground --no-tls -p 1355
2203 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
4160 node /home/sanjevi/.local/bin/portless proxy start --foreground -p 443
6993 sshd-session: sanjevi [priv]
7027 sshd-session: sanjevi
8598 sshd-session: sanjevi [priv]
8632 sshd-session: sanjevi@notty
systemd,1 --switched-root --system --deserialize=53 splash
  |-ModemManager,1677
  |   |-{ModemManager},1697
  |   |-{ModemManager},1698
  |   `-{ModemManager},1700
  |-NetworkManager,1637 --no-daemon
  |   |-{NetworkManager},1691
  |   |-{NetworkManager},1692
  |   `-{NetworkManager},1693
  |-accounts-daemon,1513
  |   |-{accounts-daemon},1551
  |   |-{accounts-daemon},1552
  |   `-{accounts-daemon},1630
  |-anacron,1479 -d -q -s
  |-avahi-daemon,1481
  |   `-avahi-daemon,1537
  |-bluetoothd,1482
  |-chronyd-starter,1484 /usr/lib/systemd/scripts/chronyd-starter.sh -n -F 1
  |   `-chronyd,1568 -n -F 1
  |       `-chronyd,1617 -n -F 1
  |-colord,3175
  |   |-{colord},3181
  |   |-{colord},3182
  |   `-{colord},3184
  |-containerd,1758
  |   |-{containerd},1781
  |   |-{containerd},1782
  |   |-{containerd},1783
  |   |-{containerd},1784
  |   |-{containerd},1785
  |   |-{containerd},1806
  |   |-{containerd},1807
  |   |-{containerd},1808
  |   |-{containerd},1812
  |   |-{containerd},1813
  |   |-{containerd},1814
  |   `-{containerd},1815
  |-cron,1516 -f -P
  |-cups-browsed,4159
  |   |-{cups-browsed},4185
  |   |-{cups-browsed},4189
  |   `-{cups-browsed},4191
  |-cupsd,1726 -l
  |   `-dbus,1777 dbus://
  |-dbus-daemon,1485 --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
  |-gdm3,1787
  |   |-gdm-session-wor,4364
  |   |   |-gdm-wayland-ses,4618 /usr/bin/gnome-session --session=ubuntu
  |   |   |   |-gnome-session-i,4629 ubuntu
  |   |   |   |   |-{gnome-session-i},4866
  |   |   |   |   |-{gnome-session-i},4867
  |   |   |   |   `-{gnome-session-i},4868
  |   |   |   |-{gdm-wayland-ses},4626
  |   |   |   |-{gdm-wayland-ses},4627
  |   |   |   `-{gdm-wayland-ses},4628
  |   |   |-{gdm-session-wor},4365
  |   |   |-{gdm-session-wor},4366
  |   |   `-{gdm-session-wor},4367
  |   |-{gdm3},1794
  |   |-{gdm3},1795
  |   |-{gdm3},1796
  |   `-{gdm3},1797
  |-gnome-remote-de,1490 --system
  |   |-{gnome-remote-de},1642
  |   |-{gnome-remote-de},1670
  |   `-{gnome-remote-de},1675
  |-networkd-dispat,1496 /usr/bin/networkd-dispatcher --run-startup-triggers
  |-node,4160 /home/sanjevi/.local/bin/portless proxy start --foreground -p 443
  |   |-{node},4205
  |   |-{node},4206
  |   |-{node},4207
  |   |-{node},4208
  |   |-{node},4209
  |   `-{node},4210
  |-polkitd,1502 --no-debug --log-level=notice
  |   |-{polkitd},1610
  |   |-{polkitd},1612
  |   `-{polkitd},1631
  |-power-profiles-,4214
  |   |-{power-profiles-},4226
  |   |-{power-profiles-},4227
  |   `-{power-profiles-},4228
  |-rsyslogd,1564 -n -iNONE
  |   |-{rsyslogd},1614
  |   |-{rsyslogd},1615
  |   `-{rsyslogd},1616
  |-rtkit-daemon,1908
  |   |-{rtkit-daemon},1928
  |   `-{rtkit-daemon},1929
  |-snapd,1510
  |   |-{snapd},1827
  |   |-{snapd},1832
  |   |-{snapd},1833
  |   |-{snapd},1834
  |   |-{snapd},1839
  |   |-{snapd},2281
  |   |-{snapd},2282
  |   |-{snapd},2283
  |   |-{snapd},2284
  |   |-{snapd},2298
  |   |-{snapd},2335
  |   |-{snapd},2336
  |   |-{snapd},2350
  |   |-{snapd},2351
  |   |-{snapd},2404
  |   |-{snapd},2405
  |   `-{snapd},2426
  |-sshd,1764
  |   |-sshd-session,6993
  |   |   `-sshd-session,7027
  |   `-sshd-session,8598
  |       `-sshd-session,8632
  |           `-bash,8633 -s
  |               `-pstree,8752 -ap
  |-switcheroo-cont,1517
  |   |-{switcheroo-cont},1546
  |   |-{switcheroo-cont},1548
  |   `-{switcheroo-cont},1629
  |-systemd,1756 --user
  |   |-(sd-pam),1779
  |   |-at-spi-bus-laun,4972
  |   |   |-dbus-daemon,4979 --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11...
  |   |   |-{at-spi-bus-laun},4973
  |   |   |-{at-spi-bus-laun},4974
  |   |   |-{at-spi-bus-laun},4975
  |   |   `-{at-spi-bus-laun},4977
  |   |-at-spi2-registr,4981 --use-gnome-session
  |   |   |-{at-spi2-registr},4982
  |   |   |-{at-spi2-registr},4983
  |   |   `-{at-spi2-registr},4984
  |   |-dbus-daemon,1880 --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
  |   |-dconf-service,5755
  |   |   |-{dconf-service},5825
  |   |   |-{dconf-service},5826
  |   |   `-{dconf-service},5827
  |   |-evolution-addre,5545
  |   |   |-{evolution-addre},5554
  |   |   |-{evolution-addre},5555
  |   |   |-{evolution-addre},5556
  |   |   |-{evolution-addre},5562
  |   |   |-{evolution-addre},5563
  |   |   `-{evolution-addre},5571
  |   |-evolution-alarm,5288
  |   |   |-{evolution-alarm},5396
  |   |   |-{evolution-alarm},5398
  |   |   |-{evolution-alarm},5399
  |   |   |-{evolution-alarm},5402
  |   |   |-{evolution-alarm},5423
  |   |   |-{evolution-alarm},5731
  |   |   `-{evolution-alarm},5811
  |   |-evolution-calen,5495
  |   |   |-{evolution-calen},5520
  |   |   |-{evolution-calen},5522
  |   |   |-{evolution-calen},5523
  |   |   |-{evolution-calen},5534
  |   |   |-{evolution-calen},5535
  |   |   |-{evolution-calen},5538
  |   |   |-{evolution-calen},5540
  |   |   |-{evolution-calen},5543
  |   |   `-{evolution-calen},5544
  |   |-evolution-sourc,5208
  |   |   |-{evolution-sourc},5209
  |   |   |-{evolution-sourc},5210
  |   |   |-{evolution-sourc},5211
  |   |   `-{evolution-sourc},5212
  |   |-gcr-ssh-agent,4870 --base-dir /run/user/1000/gcr
  |   |   |-{gcr-ssh-agent},4878
  |   |   `-{gcr-ssh-agent},4879
  |   |-gjs,5226 -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
  |   |   |-{gjs},5229
  |   |   |-{gjs},5230
  |   |   |-{gjs},5231
  |   |   |-{gjs},5233
  |   |   |-{gjs},5234
  |   |   |-{gjs},5235
  |   |   |-{gjs},5236
  |   |   |-{gjs},5237
  |   |   |-{gjs},5238
  |   |   |-{gjs},5239
  |   |   `-{gjs},5240
  |   |-gjs,5464 -m /usr/share/gnome-shell/org.gnome.ScreenSaver
  |   |   |-{gjs},5471
  |   |   |-{gjs},5472
  |   |   |-{gjs},5473
  |   |   |-{gjs},5479
  |   |   |-{gjs},5480
  |   |   |-{gjs},5481
  |   |   |-{gjs},5482
  |   |   |-{gjs},5483
  |   |   |-{gjs},5484
  |   |   |-{gjs},5485
  |   |   `-{gjs},5486
  |   |-gnome-keyring-d,4542 --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
  |   |   |-{gnome-keyring-d},4547
  |   |   |-{gnome-keyring-d},4548
  |   |   |-{gnome-keyring-d},4550
  |   |   `-{gnome-keyring-d},4551
  |   |-gnome-session-c,4871 --monitor
  |   |   `-{gnome-session-c},4877
  |   |-gnome-session-s,4893 --session=ubuntu
  |   |   |-{gnome-session-s},4900
  |   |   |-{gnome-session-s},4901
  |   |   |-{gnome-session-s},4902
  |   |   `-{gnome-session-s},4904
  |   |-gnome-shell,4905 --mode=ubuntu
  |   |   |-gjs,5966 /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P...
  |   |   |   |-{gjs},5968
  |   |   |   |-{gjs},5969
  |   |   |   |-{gjs},5970
  |   |   |   |-{gjs},5971
  |   |   |   |-{gjs},5972
  |   |   |   |-{gjs},5973
  |   |   |   |-{gjs},5974
  |   |   |   |-{gjs},5975
  |   |   |   |-{gjs},5976
  |   |   |   |-{gjs},5977
  |   |   |   |-{gjs},5978
  |   |   |   |-{gjs},6005
  |   |   |   |-{gjs},6006
  |   |   |   |-{gjs},6026
  |   |   |   `-{gjs},6027
  |   |   |-{gnome-shell},4919
  |   |   |-{gnome-shell},4920
  |   |   |-{gnome-shell},4921
  |   |   |-{gnome-shell},4922
  |   |   |-{gnome-shell},4924
  |   |   |-{gnome-shell},4925
  |   |   |-{gnome-shell},4926
  |   |   |-{gnome-shell},4927
  |   |   |-{gnome-shell},4928
  |   |   |-{gnome-shell},4929
  |   |   |-{gnome-shell},4930
  |   |   |-{gnome-shell},4931
  |   |   |-{gnome-shell},4932
  |   |   |-{gnome-shell},4933
  |   |   |-{gnome-shell},4934
  |   |   |-{gnome-shell},4936
  |   |   |-{gnome-shell},4937
  |   |   |-{gnome-shell},4938
  |   |   |-{gnome-shell},4939
  |   |   |-{gnome-shell},4940
  |   |   |-{gnome-shell},4941
  |   |   |-{gnome-shell},4942
  |   |   |-{gnome-shell},4949
  |   |   |-{gnome-shell},4950
  |   |   |-{gnome-shell},4951
  |   |   |-{gnome-shell},4955
  |   |   |-{gnome-shell},4956
  |   |   |-{gnome-shell},4957
  |   |   |-{gnome-shell},4958
  |   |   |-{gnome-shell},4959
  |   |   |-{gnome-shell},4960
  |   |   |-{gnome-shell},4961
  |   |   |-{gnome-shell},5243
  |   |   |-{gnome-shell},5244
  |   |   |-{gnome-shell},5347
  |   |   |-{gnome-shell},5427
  |   |   |-{gnome-shell},5610
  |   |   |-{gnome-shell},6048
  |   |   |-{gnome-shell},6942
  |   |   `-{gnome-shell},6943
  |   |-gnome-shell-cal,5200
  |   |   |-{gnome-shell-cal},5201
  |   |   |-{gnome-shell-cal},5202
  |   |   |-{gnome-shell-cal},5205
  |   |   |-{gnome-shell-cal},5206
  |   |   |-{gnome-shell-cal},5207
  |   |   `-{gnome-shell-cal},5392
  |   |-goa-daemon,5252
  |   |   |-{goa-daemon},5308
  |   |   |-{goa-daemon},5309
  |   |   `-{goa-daemon},5336
  |   |-goa-identity-se,5357
  |   |   |-{goa-identity-se},5382
  |   |   |-{goa-identity-se},5383
  |   |   `-{goa-identity-se},5419
  |   |-gsd-a11y-settin,5250
  |   |   |-{gsd-a11y-settin},5286
  |   |   |-{gsd-a11y-settin},5287
  |   |   |-{gsd-a11y-settin},5305
  |   |   `-{gsd-a11y-settin},5341
  |   |-gsd-color,5254
  |   |   |-{gsd-color},5273
  |   |   |-{gsd-color},5275
  |   |   |-{gsd-color},5276
  |   |   `-{gsd-color},5289
  |   |-gsd-datetime,5255
  |   |   |-{gsd-datetime},5291
  |   |   |-{gsd-datetime},5293
  |   |   |-{gsd-datetime},5306
  |   |   `-{gsd-datetime},5344
  |   |-gsd-disk-utilit,5294
  |   |   |-{gsd-disk-utilit},5321
  |   |   |-{gsd-disk-utilit},5322
  |   |   `-{gsd-disk-utilit},5358
  |   |-gsd-housekeepin,5260
  |   |   |-{gsd-housekeepin},5283
  |   |   |-{gsd-housekeepin},5285
  |   |   |-{gsd-housekeepin},5290
  |   |   `-{gsd-housekeepin},5372
  |   |-gsd-keyboard,5263
  |   |   |-{gsd-keyboard},5365
  |   |   |-{gsd-keyboard},5366
  |   |   |-{gsd-keyboard},5367
  |   |   `-{gsd-keyboard},5384
  |   |-gsd-media-keys,5266
  |   |   |-{gsd-media-keys},5295
  |   |   |-{gsd-media-keys},5296
  |   |   |-{gsd-media-keys},5303
  |   |   `-{gsd-media-keys},5403
  |   |-gsd-power,5268
  |   |   |-{gsd-power},5311
  |   |   |-{gsd-power},5312
  |   |   |-{gsd-power},5333
  |   |   `-{gsd-power},5433
  |   |-gsd-print-notif,5270
  |   |   |-{gsd-print-notif},5362
  |   |   |-{gsd-print-notif},5363
  |   |   `-{gsd-print-notif},5378
  |   |-gsd-printer,5465
  |   |   |-{gsd-printer},5474
  |   |   |-{gsd-printer},5475
  |   |   `-{gsd-printer},5477
  |   |-gsd-rfkill,5277
  |   |   |-{gsd-rfkill},5315
  |   |   |-{gsd-rfkill},5316
  |   |   `-{gsd-rfkill},5318
  |   |-gsd-screensaver,5282
  |   |   |-{gsd-screensaver},5389
  |   |   |-{gsd-screensaver},5390
  |   |   `-{gsd-screensaver},5412
  |   |-gsd-sharing,5297
  |   |   |-{gsd-sharing},5408
  |   |   |-{gsd-sharing},5409
  |   |   |-{gsd-sharing},5410
  |   |   `-{gsd-sharing},5444
  |   |-gsd-smartcard,5325
  |   |   |-{gsd-smartcard},5386
  |   |   |-{gsd-smartcard},5387
  |   |   |-{gsd-smartcard},5407
  |   |   `-{gsd-smartcard},5439
  |   |-gsd-sound,5331
  |   |   |-{gsd-sound},5393
  |   |   |-{gsd-sound},5394
  |   |   |-{gsd-sound},5418
  |   |   `-{gsd-sound},5446
  |   |-gsd-usb-protect,5339
  |   |   |-{gsd-usb-protect},5380
  |   |   |-{gsd-usb-protect},5381
  |   |   |-{gsd-usb-protect},5405
  |   |   `-{gsd-usb-protect},5459
  |   |-gsd-wwan,5342
  |   |   |-{gsd-wwan},5448
  |   |   |-{gsd-wwan},5450
  |   |   |-{gsd-wwan},5458
  |   |   `-{gsd-wwan},5466
  |   |-gvfs-afc-volume,5572
  |   |   |-{gvfs-afc-volume},5576
  |   |   |-{gvfs-afc-volume},5578
  |   |   |-{gvfs-afc-volume},5579
  |   |   `-{gvfs-afc-volume},5581
  |   |-gvfs-goa-volume,5592
  |   |   |-{gvfs-goa-volume},5593
  |   |   |-{gvfs-goa-volume},5594
  |   |   `-{gvfs-goa-volume},5595
  |   |-gvfs-gphoto2-vo,5587
  |   |   |-{gvfs-gphoto2-vo},5588
  |   |   |-{gvfs-gphoto2-vo},5589
  |   |   `-{gvfs-gphoto2-vo},5591
  |   |-gvfs-mtp-volume,5582
  |   |   |-{gvfs-mtp-volume},5583
  |   |   |-{gvfs-mtp-volume},5584
  |   |   `-{gvfs-mtp-volume},5586
  |   |-gvfs-udisks2-vo,5548
  |   |   |-{gvfs-udisks2-vo},5558
  |   |   |-{gvfs-udisks2-vo},5559
  |   |   |-{gvfs-udisks2-vo},5560
  |   |   `-{gvfs-udisks2-vo},5564
  |   |-gvfsd,4884
  |   |   |-gvfsd-trash,5852 --spawner :1.22 /org/gtk/gvfs/exec_spaw/0
  |   |   |   |-{gvfsd-trash},5853
  |   |   |   |-{gvfsd-trash},5854
  |   |   |   |-{gvfsd-trash},5855
  |   |   |   `-{gvfsd-trash},5858
  |   |   |-{gvfsd},4885
  |   |   |-{gvfsd},4886
  |   |   `-{gvfsd},4887
  |   |-gvfsd-fuse,4890 /run/user/1000/gvfs -f
  |   |   |-{gvfsd-fuse},4895
  |   |   |-{gvfsd-fuse},4896
  |   |   |-{gvfsd-fuse},4897
  |   |   |-{gvfsd-fuse},4898
  |   |   |-{gvfsd-fuse},4899
  |   |   `-{gvfsd-fuse},8737
  |   |-gvfsd-metadata,5660
  |   |   |-{gvfsd-metadata},5663
  |   |   |-{gvfsd-metadata},5664
  |   |   `-{gvfsd-metadata},5665
  |   |-ibus-daemon,5247 --panel disable
  |   |   |-ibus-dconf,5400
  |   |   |   |-{ibus-dconf},5413
  |   |   |   |-{ibus-dconf},5414
  |   |   |   |-{ibus-dconf},5443
  |   |   |   `-{ibus-dconf},5460
  |   |   |-ibus-engine-sim,5565
  |   |   |   |-{ibus-engine-sim},5567
  |   |   |   |-{ibus-engine-sim},5568
  |   |   |   `-{ibus-engine-sim},5570
  |   |   |-ibus-extension-,5404
  |   |   |   |-{ibus-extension-},5432
  |   |   |   |-{ibus-extension-},5434
  |   |   |   |-{ibus-extension-},5435
  |   |   |   |-{ibus-extension-},5441
  |   |   |   `-{ibus-extension-},5452
  |   |   |-{ibus-daemon},5355
  |   |   |-{ibus-daemon},5356
  |   |   `-{ibus-daemon},5379
  |   |-ibus-portal,5416
  |   |   |-{ibus-portal},5420
  |   |   |-{ibus-portal},5421
  |   |   `-{ibus-portal},5424
  |   |-localsearch-3,5500
  |   |   |-localsearch-ext,8644 --socket-fd 3
  |   |   |   |-{localsearch-ext},8648
  |   |   |   |-{localsearch-ext},8649
  |   |   |   |-{localsearch-ext},8650
  |   |   |   |-{localsearch-ext},8651
  |   |   |   |-{localsearch-ext},8652
  |   |   |   `-{localsearch-ext},8660
  |   |   |-{localsearch-3},5511
  |   |   |-{localsearch-3},5512
  |   |   |-{localsearch-3},5513
  |   |   |-{localsearch-3},5514
  |   |   |-{localsearch-3},5517
  |   |   |-{localsearch-3},5546
  |   |   |-{localsearch-3},5547
  |   |   |-{localsearch-3},8636
  |   |   |-{localsearch-3},8640
  |   |   |-{localsearch-3},8653
  |   |   `-{localsearch-3},8715
  |   |-mpris-proxy,1905
  |   |-node,1881 /home/sanjevi/.local/bin/portless proxy start --foreground --no-tls -p 1355
  |   |   |-{node},1960
  |   |   |-{node},1962
  |   |   |-{node},1963
  |   |   |-{node},1964
  |   |   |-{node},1965
  |   |   `-{node},2000
  |   |-pipewire,1883
  |   |   |-{pipewire},1903
  |   |   `-{pipewire},1909
  |   |-pipewire,1907 -c filter-chain.conf
  |   |   `-{pipewire},1915
  |   |-pipewire-pulse,1910
  |   |   |-{pipewire-pulse},1935
  |   |   `-{pipewire-pulse},1941
  |   |-rootlesskit,1882 --state-dir=/run/user/1000/dockerd-rootless --net=slirp4netns --mtu=65520 --slirp4netns-sandbox=auto...
  |   |   |-exe,1925 --state-dir=/run/user/1000/dockerd-rootless --net=slirp4netns --mtu=65520 --slirp4netns-sandbox=auto...
  |   |   |   |-dockerd,1984
  |   |   |   |   |-containerd,2014 --config /run/user/1000/docker/containerd/containerd.toml
